 #        t           S        I       R
  0.112800000E+03  0.690709216E+01  0.616647510E-01  0.993031243E+03
  0.112900000E+03  0.690707097E+01  0.610722644E-01  0.993031857E+03
  0.113000000E+03  0.690704998E+01  0.604854704E-01  0.993032465E+03
  0.113100000E+03  0.690702919E+01  0.599043145E-01  0.993033066E+03
  0.113200000E+03  0.690700860E+01  0.593287423E-01  0.993033663E+03
  0.113300000E+03  0.690698821E+01  0.587587002E-01  0.993034253E+03
  0.113400000E+03  0.690696801E+01  0.581941352E-01  0.993034838E+03
  0.113500000E+03  0.690694801E+01  0.576349946E-01  0.993035417E+03
  0.113600000E+03  0.690692820E+01  0.570812262E-01  0.993035991E+03
  0.113700000E+03  0.690690859E+01  0.565327785E-01  0.993036559E+03
  0.113800000E+03  0.690688916E+01  0.559896004E-01  0.993037121E+03
  0.113900000E+03  0.690686991E+01  0.554516411E-01  0.993037678E+03
  0.114000000E+03  0.690685086E+01  0.549188506E-01  0.993038230E+03
  0.114100000E+03  0.690683198E+01  0.543911793E-01  0.993038777E+03
  0.114200000E+03  0.690681329E+01  0.538685778E-01  0.993039318E+03
  0.114300000E+03  0.690679478E+01  0.533509976E-01  0.993039854E+03
  0.114400000E+03  0.690677644E+01  0.528383903E-01  0.993040385E+03
  0.114500000E+03  0.690675828E+01  0.523307082E-01  0.993040911E+03
  0.114600000E+03  0.690674030E+01  0.518279040E-01  0.993041432E+03
  0.114700000E+03  0.690672248E+01  0.513299308E-01  0.993041948E+03
  0.114800000E+03  0.690670484E+01  0.508367421E-01  0.993042458E+03
  0.114900000E+03  0.690668737E+01  0.503482921E-01  0.993042964E+03
  0.115000000E+03  0.690667007E+01  0.498645352E-01  0.993043465E+03
  0.115100000E+03  0.690665293E+01  0.493854262E-01  0.993043962E+03
  0.115200000E+03  0.690663596E+01  0.489109206E-01  0.993044453E+03
  0.115300000E+03  0.690661915E+01  0.484409741E-01  0.993044940E+03
  0.115400000E+03  0.690660250E+01  0.479755430E-01  0.993045422E+03
  0.115500000E+03  0.690658601E+01  0.475145837E-01  0.993045899E+03
  0.115600000E+03  0.690656969E+01  0.470580534E-01  0.993046372E+03
  0.115700000E+03  0.690655351E+01  0.466059095E-01  0.993046841E+03
  0.115800000E+03  0.690653750E+01  0.461581098E-01  0.993047304E+03
  0.115900000E+03  0.690652163E+01  0.457146127E-01  0.993047764E+03
  0.116000000E+03  0.690650592E+01  0.452753768E-01  0.993048219E+03
  0.116100000E+03  0.690649036E+01  0.448403611E-01  0.993048669E+03
  0.116200000E+03  0.690647495E+01  0.444095251E-01  0.993049116E+03
  0.116300000E+03  0.690645969E+01  0.439828286E-01  0.993049557E+03
  0.116400000E+03  0.690644458E+01  0.435602318E-01  0.993049995E+03
  0.116500000E+03  0.690642961E+01  0.431416955E-01  0.993050429E+03
  0.116600000E+03  0.690641478E+01  0.427271805E-01  0.993050858E+03
  0.116700000E+03  0.690640010E+01  0.423166482E-01  0.993051283E+03
  0.116800000E+03  0.690638555E+01  0.419100604E-01  0.993051704E+03
  0.116900000E+03  0.690637115E+01  0.415073792E-01  0.993052121E+03
  0.117000000E+03  0.690635689E+01  0.411085669E-01  0.993052535E+03
  0.117100000E+03  0.690634276E+01  0.407135865E-01  0.993052944E+03
  0.117200000E+03  0.690632877E+01  0.403224012E-01  0.993053349E+03
  0.117300000E+03  0.690631491E+01  0.399349744E-01  0.993053750E+03
  0.117400000E+03  0.690630119E+01  0.395512701E-01  0.993054148E+03
  0.117500000E+03  0.690628760E+01  0.391712524E-01  0.993054541E+03
  0.117600000E+03  0.690627414E+01  0.387948861E-01  0.993054931E+03
  0.117700000E+03  0.690626080E+01  0.384221359E-01  0.993055317E+03
  0.117800000E+03  0.690624760E+01  0.380529671E-01  0.993055699E+03
  0.117900000E+03  0.690623452E+01  0.376873454E-01  0.993056078E+03
  0.118000000E+03  0.690622157E+01  0.373252367E-01  0.993056453E+03
  0.118100000E+03  0.690620874E+01  0.369666071E-01  0.993056825E+03
  0.118200000E+03  0.690619604E+01  0.366114234E-01  0.993057193E+03
  0.118300000E+03  0.690618346E+01  0.362596523E-01  0.993057557E+03
  0.118400000E+03  0.690617100E+01  0.359112610E-01  0.993057918E+03
  0.118500000E+03  0.690615866E+01  0.355662172E-01  0.993058275E+03
  0.118600000E+03  0.690614644E+01  0.352244886E-01  0.993058629E+03
  0.118700000E+03  0.690613433E+01  0.348860434E-01  0.993058980E+03
  0.118800000E+03  0.690612234E+01  0.345508500E-01  0.993059327E+03
  0.118900000E+03  0.690611047E+01  0.342188773E-01  0.993059671E+03
  0.119000000E+03  0.690609871E+01  0.338900942E-01  0.993060011E+03
  0.119100000E+03  0.690608706E+01  0.335644701E-01  0.993060348E+03
  0.119200000E+03  0.690607553E+01  0.332419746E-01  0.993060682E+03
  0.119300000E+03  0.690606411E+01  0.329225778E-01  0.993061013E+03
  0.119400000E+03  0.690605279E+01  0.326062497E-01  0.993061341E+03
  0.119500000E+03  0.690604159E+01  0.322929610E-01  0.993061665E+03
  0.119600000E+03  0.690603049E+01  0.319826825E-01  0.993061987E+03
  0.119700000E+03  0.690601950E+01  0.316753851E-01  0.993062305E+03
  0.119800000E+03  0.690600862E+01  0.313710404E-01  0.993062620E+03
  0.119900000E+03  0.690599784E+01  0.310696198E-01  0.993062933E+03
  0.120000000E+03  0.690598716E+01  0.307710953E-01  0.993063242E+03
  0.120100000E+03  0.690597658E+01  0.304754391E-01  0.993063548E+03
  0.120200000E+03  0.690596611E+01  0.301826237E-01  0.993063851E+03
  0.120300000E+03  0.690595574E+01  0.298926216E-01  0.993064152E+03
  0.120400000E+03  0.690594547E+01  0.296054060E-01  0.993064449E+03
  0.120500000E+03  0.690593529E+01  0.293209499E-01  0.993064744E+03
  0.120600000E+03  0.690592522E+01  0.290392270E-01  0.993065036E+03
  0.120700000E+03  0.690591524E+01  0.287602110E-01  0.993065325E+03
  0.120800000E+03  0.690590536E+01  0.284838757E-01  0.993065611E+03
  0.120900000E+03  0.690589557E+01  0.282101956E-01  0.993065894E+03
  0.121000000E+03  0.690588588E+01  0.279391450E-01  0.993066175E+03
  0.121100000E+03  0.690587627E+01  0.276706988E-01  0.993066453E+03
  0.121200000E+03  0.690586677E+01  0.274048318E-01  0.993066728E+03
  0.121300000E+03  0.690585735E+01  0.271415193E-01  0.993067001E+03
  0.121400000E+03  0.690584802E+01  0.268807368E-01  0.993067271E+03
  0.121500000E+03  0.690583879E+01  0.266224600E-01  0.993067539E+03
  0.121600000E+03  0.690582964E+01  0.263666647E-01  0.993067804E+03
  0.121700000E+03  0.690582058E+01  0.261133271E-01  0.993068066E+03
  0.121800000E+03  0.690581160E+01  0.258624237E-01  0.993068326E+03
  0.121900000E+03  0.690580272E+01  0.256139310E-01  0.993068583E+03
  0.122000000E+03  0.690579391E+01  0.253678259E-01  0.993068838E+03
  0.122100000E+03  0.690578520E+01  0.251240854E-01  0.993069091E+03
  0.122200000E+03  0.690577656E+01  0.248826868E-01  0.993069341E+03
  0.122300000E+03  0.690576801E+01  0.246436076E-01  0.993069588E+03
  0.122400000E+03  0.690575955E+01  0.244068255E-01  0.993069834E+03
  0.122500000E+03  0.690575116E+01  0.241723185E-01  0.993070077E+03
  0.122600000E+03  0.690574285E+01  0.239400647E-01  0.993070317E+03
  0.122700000E+03  0.690573463E+01  0.237100424E-01  0.993070555E+03
  0.122800000E+03  0.690572648E+01  0.234822303E-01  0.993070791E+03
  0.122900000E+03  0.690571841E+01  0.232566070E-01  0.993071025E+03
  0.123000000E+03  0.690571042E+01  0.230331515E-01  0.993071256E+03
  0.123100000E+03  0.690570250E+01  0.228118431E-01  0.993071486E+03
  0.123200000E+03  0.690569466E+01  0.225926610E-01  0.993071713E+03
  0.123300000E+03  0.690568690E+01  0.223755849E-01  0.993071938E+03
  0.123400000E+03  0.690567921E+01  0.221605945E-01  0.993072160E+03
  0.123500000E+03  0.690567160E+01  0.219476697E-01  0.993072381E+03
  0.123600000E+03  0.690566406E+01  0.217367908E-01  0.993072599E+03
  0.123700000E+03  0.690565659E+01  0.215279381E-01  0.993072815E+03
  0.123800000E+03  0.690564919E+01  0.213210921E-01  0.993073030E+03
  0.123900000E+03  0.690564186E+01  0.211162335E-01  0.993073242E+03
  0.124000000E+03  0.690563461E+01  0.209133432E-01  0.993073452E+03
  0.124100000E+03  0.690562742E+01  0.207124023E-01  0.993073660E+03
  0.124200000E+03  0.690562030E+01  0.205133921E-01  0.993073866E+03
  0.124300000E+03  0.690561325E+01  0.203162941E-01  0.993074070E+03
  0.124400000E+03  0.690560627E+01  0.201210898E-01  0.993074273E+03
  0.124500000E+03  0.690559936E+01  0.199277611E-01  0.993074473E+03
  0.124600000E+03  0.690559251E+01  0.197362899E-01  0.993074671E+03
  0.124700000E+03  0.690558573E+01  0.195466584E-01  0.993074868E+03
  0.124800000E+03  0.690557901E+01  0.193588490E-01  0.993075062E+03
  0.124900000E+03  0.690557236E+01  0.191728441E-01  0.993075255E+03
  0.125000000E+03  0.690556577E+01  0.189886263E-01  0.993075446E+03
  0.125100000E+03  0.690555925E+01  0.188061786E-01  0.993075635E+03
  0.125200000E+03  0.690555279E+01  0.186254838E-01  0.993075822E+03
  0.125300000E+03  0.690554639E+01  0.184465252E-01  0.993076007E+03
  0.125400000E+03  0.690554005E+01  0.182692861E-01  0.993076191E+03
  0.125500000E+03  0.690553377E+01  0.180937499E-01  0.993076372E+03
  0.125600000E+03  0.690552755E+01  0.179199004E-01  0.993076553E+03
  0.125700000E+03  0.690552140E+01  0.177477212E-01  0.993076731E+03
  0.125800000E+03  0.690551530E+01  0.175771964E-01  0.993076908E+03
  0.125900000E+03  0.690550926E+01  0.174083100E-01  0.993077082E+03
  0.126000000E+03  0.690550328E+01  0.172410463E-01  0.993077256E+03
  0.126100000E+03  0.690549735E+01  0.170753897E-01  0.993077427E+03
  0.126200000E+03  0.690549148E+01  0.169113248E-01  0.993077597E+03
  0.126300000E+03  0.690548567E+01  0.167488362E-01  0.993077765E+03
  0.126400000E+03  0.690547992E+01  0.165879089E-01  0.993077932E+03
  0.126500000E+03  0.690547422E+01  0.164285278E-01  0.993078097E+03
  0.126600000E+03  0.690546857E+01  0.162706781E-01  0.993078261E+03
  0.126700000E+03  0.690546298E+01  0.161143450E-01  0.993078423E+03
  0.126800000E+03  0.690545745E+01  0.159595140E-01  0.993078583E+03
  0.126900000E+03  0.690545196E+01  0.158061707E-01  0.993078742E+03
  0.127000000E+03  0.690544653E+01  0.156543008E-01  0.993078899E+03
  0.127100000E+03  0.690544115E+01  0.155038900E-01  0.993079055E+03
  0.127200000E+03  0.690543582E+01  0.153549244E-01  0.993079209E+03
  0.127300000E+03  0.690543055E+01  0.152073902E-01  0.993079362E+03
  0.127400000E+03  0.690542532E+01  0.150612734E-01  0.993079513E+03
  0.127500000E+03  0.690542015E+01  0.149165606E-01  0.993079663E+03
  0.127600000E+03  0.690541502E+01  0.147732383E-01  0.993079812E+03
  0.127700000E+03  0.690540995E+01  0.146312930E-01  0.993079959E+03
  0.127800000E+03  0.690540492E+01  0.144907115E-01  0.993080104E+03
  0.127900000E+03  0.690539994E+01  0.143514808E-01  0.993080249E+03
  0.128000000E+03  0.690539501E+01  0.142135879E-01  0.993080391E+03
  0.128100000E+03  0.690539012E+01  0.140770198E-01  0.993080533E+03
  0.128200000E+03  0.690538529E+01  0.139417640E-01  0.993080673E+03
  0.128300000E+03  0.690538050E+01  0.138078077E-01  0.993080812E+03
  0.128400000E+03  0.690537575E+01  0.136751385E-01  0.993080949E+03
  0.128500000E+03  0.690537105E+01  0.135437440E-01  0.993081085E+03
  0.128600000E+03  0.690536640E+01  0.134136120E-01  0.993081220E+03
  0.128700000E+03  0.690536179E+01  0.132847303E-01  0.993081353E+03
  0.128800000E+03  0.690535723E+01  0.131570870E-01  0.993081486E+03
  0.128900000E+03  0.690535270E+01  0.130306701E-01  0.993081617E+03
  0.129000000E+03  0.690534823E+01  0.129054678E-01  0.993081746E+03
  0.129100000E+03  0.690534379E+01  0.127814685E-01  0.993081875E+03
  0.129200000E+03  0.690533940E+01  0.126586607E-01  0.993082002E+03
  0.129300000E+03  0.690533505E+01  0.125370328E-01  0.993082128E+03
  0.129400000E+03  0.690533074E+01  0.124165735E-01  0.993082253E+03
  0.129500000E+03  0.690532648E+01  0.122972716E-01  0.993082376E+03
  0.129600000E+03  0.690532225E+01  0.121791160E-01  0.993082499E+03
  0.129700000E+03  0.690531807E+01  0.120620957E-01  0.993082620E+03
  0.129800000E+03  0.690531392E+01  0.119461998E-01  0.993082740E+03
  0.129900000E+03  0.690530982E+01  0.118314174E-01  0.993082859E+03
  0.130000000E+03  0.690530575E+01  0.117177378E-01  0.993082977E+03
  0.130100000E+03  0.690530173E+01  0.116051506E-01  0.993083093E+03
  0.130200000E+03  0.690529774E+01  0.114936450E-01  0.993083209E+03
  0.130300000E+03  0.690529379E+01  0.113832109E-01  0.993083323E+03
  0.130400000E+03  0.690528988E+01  0.112738379E-01  0.993083436E+03
  0.130500000E+03  0.690528600E+01  0.111655157E-01  0.993083548E+03
  0.130600000E+03  0.690528217E+01  0.110582343E-01  0.993083660E+03
  0.130700000E+03  0.690527837E+01  0.109519837E-01  0.993083770E+03
  0.130800000E+03  0.690527461E+01  0.108467540E-01  0.993083879E+03
  0.130900000E+03  0.690527088E+01  0.107425354E-01  0.993083987E+03
  0.131000000E+03  0.690526719E+01  0.106393181E-01  0.993084093E+03
  0.131100000E+03  0.690526353E+01  0.105370925E-01  0.993084199E+03
  0.131200000E+03  0.690525991E+01  0.104358492E-01  0.993084304E+03
  0.131300000E+03  0.690525632E+01  0.103355786E-01  0.993084408E+03
  0.131400000E+03  0.690525277E+01  0.102362715E-01  0.993084511E+03
  0.131500000E+03  0.690524926E+01  0.101379185E-01  0.993084613E+03
  0.131600000E+03  0.690524577E+01  0.100405106E-01  0.993084714E+03
  0.131700000E+03  0.690524232E+01  0.994403854E-02  0.993084814E+03
  0.131800000E+03  0.690523891E+01  0.984849343E-02  0.993084913E+03
  0.131900000E+03  0.690523552E+01  0.975386634E-02  0.993085011E+03
  0.132000000E+03  0.690523217E+01  0.966014845E-02  0.993085108E+03
  0.132100000E+03  0.690522885E+01  0.956733103E-02  0.993085204E+03
  0.132200000E+03  0.690522556E+01  0.947540542E-02  0.993085299E+03
  0.132300000E+03  0.690522231E+01  0.938436306E-02  0.993085393E+03
  0.132400000E+03  0.690521908E+01  0.929419545E-02  0.993085487E+03
  0.132500000E+03  0.690521589E+01  0.920489421E-02  0.993085579E+03
  0.132600000E+03  0.690521273E+01  0.911645099E-02  0.993085671E+03
  0.132700000E+03  0.690520960E+01  0.902885755E-02  0.993085762E+03
  0.132800000E+03  0.690520649E+01  0.894210574E-02  0.993085851E+03
  0.132900000E+03  0.690520342E+01  0.885618747E-02  0.993085940E+03
  0.133000000E+03  0.690520038E+01  0.877109471E-02  0.993086029E+03
  0.133100000E+03  0.690519736E+01  0.868681956E-02  0.993086116E+03
  0.133200000E+03  0.690519438E+01  0.860335414E-02  0.993086202E+03
  0.133300000E+03  0.690519142E+01  0.852069068E-02  0.993086288E+03
  0.133400000E+03  0.690518850E+01  0.843882147E-02  0.993086373E+03
  0.133500000E+03  0.690518560E+01  0.835773888E-02  0.993086457E+03
  0.133600000E+03  0.690518272E+01  0.827743536E-02  0.993086540E+03
  0.133700000E+03  0.690517988E+01  0.819790341E-02  0.993086622E+03
  0.133800000E+03  0.690517706E+01  0.811913563E-02  0.993086704E+03
  0.133900000E+03  0.690517427E+01  0.804112467E-02  0.993086785E+03
  0.134000000E+03  0.690517151E+01  0.796386326E-02  0.993086865E+03
  0.134100000E+03  0.690516877E+01  0.788734420E-02  0.993086944E+03
  0.134200000E+03  0.690516606E+01  0.781156035E-02  0.993087022E+03
  0.134300000E+03  0.690516338E+01  0.773650466E-02  0.993087100E+03
  0.134400000E+03  0.690516072E+01  0.766217012E-02  0.993087177E+03
  0.134500000E+03  0.690515809E+01  0.758854981E-02  0.993087253E+03
  0.134600000E+03  0.690515548E+01  0.751563686E-02  0.993087329E+03
  0.134700000E+03  0.690515290E+01  0.744342448E-02  0.993087404E+03
  0.134800000E+03  0.690515034E+01  0.737190594E-02  0.993087478E+03
  0.134900000E+03  0.690514781E+01  0.730107457E-02  0.993087551E+03
  0.135000000E+03  0.690514530E+01  0.723092376E-02  0.993087624E+03
  0.135100000E+03  0.690514282E+01  0.716144698E-02  0.993087696E+03
  0.135200000E+03  0.690514036E+01  0.709263775E-02  0.993087767E+03
  0.135300000E+03  0.690513792E+01  0.702448966E-02  0.993087838E+03
  0.135400000E+03  0.690513550E+01  0.695699636E-02  0.993087907E+03
  0.135500000E+03  0.690513311E+01  0.689015155E-02  0.993087977E+03
  0.135600000E+03  0.690513075E+01  0.682394900E-02  0.993088045E+03
  0.135700000E+03  0.690512840E+01  0.675838255E-02  0.993088113E+03
  0.135800000E+03  0.690512608E+01  0.669344607E-02  0.993088180E+03
  0.135900000E+03  0.690512378E+01  0.662913353E-02  0.993088247E+03
  0.136000000E+03  0.690512150E+01  0.656543891E-02  0.993088313E+03
  0.136100000E+03  0.690511925E+01  0.650235629E-02  0.993088378E+03
  0.136200000E+03  0.690511701E+01  0.643987979E-02  0.993088443E+03
  0.136300000E+03  0.690511480E+01  0.637800358E-02  0.993088507E+03
  0.136400000E+03  0.690511261E+01  0.631672189E-02  0.993088571E+03
  0.136500000E+03  0.690511044E+01  0.625602901E-02  0.993088634E+03
  0.136600000E+03  0.690510829E+01  0.619591929E-02  0.993088696E+03
  0.136700000E+03  0.690510616E+01  0.613638712E-02  0.993088757E+03
  0.136800000E+03  0.690510405E+01  0.607742695E-02  0.993088819E+03
  0.136900000E+03  0.690510196E+01  0.601903328E-02  0.993088879E+03
  0.137000000E+03  0.690509989E+01  0.596120068E-02  0.993088939E+03
  0.137100000E+03  0.690509785E+01  0.590392375E-02  0.993088998E+03
  0.137200000E+03  0.690509582E+01  0.584719715E-02  0.993089057E+03
  0.137300000E+03  0.690509381E+01  0.579101560E-02  0.993089115E+03
  0.137400000E+03  0.690509182E+01  0.573537385E-02  0.993089173E+03
  0.137500000E+03  0.690508985E+01  0.568026673E-02  0.993089230E+03
  0.137600000E+03  0.690508790E+01  0.562568909E-02  0.993089286E+03
  0.137700000E+03  0.690508596E+01  0.557163585E-02  0.993089342E+03
  0.137800000E+03  0.690508405E+01  0.551810196E-02  0.993089398E+03
  0.137900000E+03  0.690508215E+01  0.546508245E-02  0.993089453E+03
  0.138000000E+03  0.690508028E+01  0.541257236E-02  0.993089507E+03
  0.138100000E+03  0.690507842E+01  0.536056680E-02  0.993089561E+03
  0.138200000E+03  0.690507657E+01  0.530906093E-02  0.993089614E+03
  0.138300000E+03  0.690507475E+01  0.525804994E-02  0.993089667E+03
  0.138400000E+03  0.690507294E+01  0.520752908E-02  0.993089720E+03
  0.138500000E+03  0.690507115E+01  0.515749363E-02  0.993089771E+03
  0.138600000E+03  0.690506938E+01  0.510793894E-02  0.993089823E+03
  0.138700000E+03  0.690506763E+01  0.505886039E-02  0.993089874E+03
  0.138800000E+03  0.690506589E+01  0.501025339E-02  0.993089924E+03
  0.138900000E+03  0.690506417E+01  0.496211343E-02  0.993089974E+03
  0.139000000E+03  0.690506246E+01  0.491443601E-02  0.993090023E+03
  0.139100000E+03  0.690506077E+01  0.486721668E-02  0.993090072E+03
  0.139200000E+03  0.690505910E+01  0.482045106E-02  0.993090120E+03
  0.139300000E+03  0.690505745E+01  0.477413477E-02  0.993090168E+03
  0.139400000E+03  0.690505580E+01  0.472826350E-02  0.993090216E+03
  0.139500000E+03  0.690505418E+01  0.468283297E-02  0.993090263E+03
  0.139600000E+03  0.690505257E+01  0.463783895E-02  0.993090310E+03
  0.139700000E+03  0.690505098E+01  0.459327725E-02  0.993090356E+03
  0.139800000E+03  0.690504940E+01  0.454914371E-02  0.993090401E+03
  0.139900000E+03  0.690504784E+01  0.450543422E-02  0.993090447E+03
  0.140000000E+03  0.690504629E+01  0.446214470E-02  0.993090492E+03
  0.140100000E+03  0.690504476E+01  0.441927112E-02  0.993090536E+03
  0.140200000E+03  0.690504324E+01  0.437680948E-02  0.993090580E+03
  0.140300000E+03  0.690504173E+01  0.433475582E-02  0.993090624E+03
  0.140400000E+03  0.690504024E+01  0.429310623E-02  0.993090667E+03
  0.140500000E+03  0.690503877E+01  0.425185682E-02  0.993090709E+03
  0.140600000E+03  0.690503731E+01  0.421100374E-02  0.993090752E+03
  0.140700000E+03  0.690503586E+01  0.417054319E-02  0.993090794E+03
  0.140800000E+03  0.690503443E+01  0.413047140E-02  0.993090835E+03
  0.140900000E+03  0.690503301E+01  0.409078463E-02  0.993090876E+03
  0.141000000E+03  0.690503160E+01  0.405147918E-02  0.993090917E+03
  0.141100000E+03  0.690503021E+01  0.401255139E-02  0.993090957E+03
  0.141200000E+03  0.690502883E+01  0.397399763E-02  0.993090997E+03
  0.141300000E+03  0.690502747E+01  0.393581430E-02  0.993091037E+03
  0.141400000E+03  0.690502611E+01  0.389799785E-02  0.993091076E+03
  0.141500000E+03  0.690502478E+01  0.386054475E-02  0.993091115E+03
  0.141600000E+03  0.690502345E+01  0.382345152E-02  0.993091153E+03
  0.141700000E+03  0.690502214E+01  0.378671468E-02  0.993091191E+03
  0.141800000E+03  0.690502083E+01  0.375033082E-02  0.993091229E+03
  0.141900000E+03  0.690501955E+01  0.371429655E-02  0.993091266E+03
  0.142000000E+03  0.690501827E+01  0.367860850E-02  0.993091303E+03
  0.142100000E+03  0.690501701E+01  0.364326336E-02  0.993091340E+03
  0.142200000E+03  0.690501575E+01  0.360825782E-02  0.993091376E+03
  0.142300000E+03  0.690501451E+01  0.357358863E-02  0.993091412E+03
  0.142400000E+03  0.690501329E+01  0.353925255E-02  0.993091447E+03
  0.142500000E+03  0.690501207E+01  0.350524638E-02  0.993091483E+03
  0.142600000E+03  0.690501087E+01  0.347156695E-02  0.993091518E+03
  0.142700000E+03  0.690500967E+01  0.343821112E-02  0.993091552E+03
  0.142800000E+03  0.690500849E+01  0.340517578E-02  0.993091586E+03
  0.142900000E+03  0.690500732E+01  0.337245786E-02  0.993091620E+03
  0.143000000E+03  0.690500616E+01  0.334005430E-02  0.993091654E+03
  0.143100000E+03  0.690500502E+01  0.330796208E-02  0.993091687E+03
  0.143200000E+03  0.690500388E+01  0.327617821E-02  0.993091720E+03
  0.143300000E+03  0.690500275E+01  0.324469973E-02  0.993091753E+03
  0.143400000E+03  0.690500164E+01  0.321352371E-02  0.993091785E+03
  0.143500000E+03  0.690500053E+01  0.318264723E-02  0.993091817E+03
  0.143600000E+03  0.690499944E+01  0.315206743E-02  0.993091848E+03
  0.143700000E+03  0.690499836E+01  0.312178144E-02  0.993091880E+03
  0.143800000E+03  0.690499728E+01  0.309178645E-02  0.993091911E+03
  0.143900000E+03  0.690499622E+01  0.306207966E-02  0.993091942E+03
  0.144000000E+03  0.690499517E+01  0.303265831E-02  0.993091972E+03
  0.144100000E+03  0.690499413E+01  0.300351964E-02  0.993092002E+03
  0.144200000E+03  0.690499310E+01  0.297466094E-02  0.993092032E+03
  0.144300000E+03  0.690499207E+01  0.294607953E-02  0.993092062E+03
  0.144400000E+03  0.690499106E+01  0.291777273E-02  0.993092091E+03
  0.144500000E+03  0.690499006E+01  0.288973792E-02  0.993092120E+03
  0.144600000E+03  0.690498907E+01  0.286197247E-02  0.993092149E+03
  0.144700000E+03  0.690498808E+01  0.283447380E-02  0.993092177E+03
  0.144800000E+03  0.690498711E+01  0.280723934E-02  0.993092206E+03
  0.144900000E+03  0.690498615E+01  0.278026656E-02  0.993092234E+03
  0.145000000E+03  0.690498519E+01  0.275355295E-02  0.993092261E+03
  0.145100000E+03  0.690498424E+01  0.272709600E-02  0.993092289E+03
  0.145200000E+03  0.690498331E+01  0.270089326E-02  0.993092316E+03
  0.145300000E+03  0.690498238E+01  0.267494229E-02  0.993092343E+03
  0.145400000E+03  0.690498146E+01  0.264924066E-02  0.993092369E+03
  0.145500000E+03  0.690498055E+01  0.262378598E-02  0.993092396E+03
  0.145600000E+03  0.690497965E+01  0.259857587E-02  0.993092422E+03
  0.145700000E+03  0.690497876E+01  0.257360799E-02  0.993092448E+03
  0.145800000E+03  0.690497787E+01  0.254888001E-02  0.993092473E+03
  0.145900000E+03  0.690497699E+01  0.252438962E-02  0.993092499E+03
  0.146000000E+03  0.690497613E+01  0.250013455E-02  0.993092524E+03
  0.146100000E+03  0.690497527E+01  0.247611252E-02  0.993092549E+03
  0.146200000E+03  0.690497442E+01  0.245232130E-02  0.993092573E+03
  0.146300000E+03  0.690497358E+01  0.242875868E-02  0.993092598E+03
  0.146400000E+03  0.690497274E+01  0.240542245E-02  0.993092622E+03
  0.146500000E+03  0.690497191E+01  0.238231045E-02  0.993092646E+03
  0.146600000E+03  0.690497110E+01  0.235942051E-02  0.993092669E+03
  0.146700000E+03  0.690497029E+01  0.233675050E-02  0.993092693E+03
  0.146800000E+03  0.690496948E+01  0.231429831E-02  0.993092716E+03
  0.146900000E+03  0.690496869E+01  0.229206186E-02  0.993092739E+03
  0.147000000E+03  0.690496790E+01  0.227003905E-02  0.993092762E+03
  0.147100000E+03  0.690496712E+01  0.224822785E-02  0.993092785E+03
  0.147200000E+03  0.690496635E+01  0.222662621E-02  0.993092807E+03
  0.147300000E+03  0.690496558E+01  0.220523213E-02  0.993092829E+03
  0.147400000E+03  0.690496482E+01  0.218404361E-02  0.993092851E+03
  0.147500000E+03  0.690496407E+01  0.216305868E-02  0.993092873E+03
  0.147600000E+03  0.690496333E+01  0.214227538E-02  0.993092894E+03
  0.147700000E+03  0.690496259E+01  0.212169176E-02  0.993092916E+03
  0.147800000E+03  0.690496187E+01  0.210130593E-02  0.993092937E+03
  0.147900000E+03  0.690496114E+01  0.208111596E-02  0.993092958E+03
  0.148000000E+03  0.690496043E+01  0.206111998E-02  0.993092978E+03
  0.148100000E+03  0.690495972E+01  0.204131614E-02  0.993092999E+03
  0.148200000E+03  0.690495902E+01  0.202170257E-02  0.993093019E+03
  0.148300000E+03  0.690495832E+01  0.200227746E-02  0.993093039E+03
  0.148400000E+03  0.690495764E+01  0.198303898E-02  0.993093059E+03
  0.148500000E+03  0.690495696E+01  0.196398536E-02  0.993093079E+03
  0.148600000E+03  0.690495628E+01  0.194511481E-02  0.993093099E+03
  0.148700000E+03  0.690495561E+01  0.192642557E-02  0.993093118E+03
  0.148800000E+03  0.690495495E+01  0.190791591E-02  0.993093137E+03
  0.148900000E+03  0.690495429E+01  0.188958409E-02  0.993093156E+03
  0.149000000E+03  0.690495365E+01  0.187142841E-02  0.993093175E+03
  0.149100000E+03  0.690495300E+01  0.185344717E-02  0.993093194E+03
  0.149200000E+03  0.690495237E+01  0.183563871E-02  0.993093212E+03
  0.149300000E+03  0.690495173E+01  0.181800135E-02  0.993093230E+03
  0.149400000E+03  0.690495111E+01  0.180053346E-02  0.993093248E+03
  0.149500000E+03  0.690495049E+01  0.178323340E-02  0.993093266E+03
  0.149600000E+03  0.690494988E+01  0.176609957E-02  0.993093284E+03
  0.149700000E+03  0.690494927E+01  0.174913036E-02  0.993093302E+03
  0.149800000E+03  0.690494867E+01  0.173232420E-02  0.993093319E+03
  0.149900000E+03  0.690494808E+01  0.171567952E-02  0.993093336E+03
  0.150000000E+03  0.690494749E+01  0.169919476E-02  0.993093353E+03
  0.150100000E+03  0.690494690E+01  0.168286840E-02  0.993093370E+03
  0.150200000E+03  0.690494632E+01  0.166669890E-02  0.993093387E+03
  0.150300000E+03  0.690494575E+01  0.165068477E-02  0.993093404E+03
  0.150400000E+03  0.690494518E+01  0.163482450E-02  0.993093420E+03
  0.150500000E+03  0.690494462E+01  0.161911662E-02  0.993093436E+03
